TimeStamp,ch1,ch2,ch3,ch4
1946.0281,570.68,-162.17,-7044.13,2593.57
1946.0321,575.73,-166.03,-7077.84,2579.88
1946.0361,591.04,-161.22,-7090.95,2579.21
1946.0401,595.38,-155.5,-7066.68,2589.99
1946.0441,585.08,-156.02,-7043.41,2596.62
1946.0481,565.34,-169.85,-7054.76,2583.65
1946.0521,572.59,-172.81,-7084.51,2573.49
1946.0561,590.13,-163.41,-7091.57,2579.31
1946.0601,588.51,-164.37,-7074.12,2582.79
1946.0639,578.64,-166.46,-7050.8,2587.32
1946.0679,564.34,-171.47,-7055.86,2581.64
1946.0719,570.25,-173.28,-7082.65,2574.78
1946.0759,591.18,-162.89,-7089.0,2579.55
1946.0799,594.19,-157.69,-7068.68,2588.08
1946.0839,584.94,-159.26,-7043.55,2593.42
